,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1995-12-13,20.0,20.0,20.0,20.0,9.840712547302246,0,ERIE,8.742155,10.017906188964844,0.0,-0.17719364166259766
1995-12-22,20.333332061767578,20.333332061767578,20.0,20.333332061767578,10.00472640991211,3900,ERIE,8.862983,9.544777870178223,0.0,0.4599485397338867
1996-01-09,19.0,20.333332061767578,19.0,20.166667938232422,9.956193923950195,3000,ERIE,9.014631,9.709346771240234,0.0,0.24684715270996094
1996-01-19,20.333332061767578,20.333332061767578,20.333332061767578,20.333332061767578,10.03847599029541,0,ERIE,8.748875,10.161900520324707,0.0,-0.12342453002929688
1996-01-23,20.333332061767578,20.333332061767578,19.333332061767578,19.333332061767578,9.544777870178223,1200,ERIE,8.740851,10.203042030334473,0.0,-0.65826416015625
1996-01-24,20.5,20.5,19.833332061767578,20.25,9.997337341308594,10200,ERIE,8.743053,10.182469367980957,0.0,-0.18513202667236328
1996-01-26,20.666667938232422,20.666667938232422,19.666667938232422,20.25,9.997337341308594,18900,ERIE,8.776038,10.161900520324707,0.0,-0.16456317901611328
1996-01-31,19.666667938232422,19.666667938232422,19.666667938232422,19.666667938232422,9.709346771240234,300,ERIE,8.795535,10.100190162658691,0.0,-0.39084339141845703
1996-02-01,20.833332061767578,20.833332061767578,20.833332061767578,20.833332061767578,10.285320281982422,300,ERIE,8.81329,10.203042030334473,0.0,0.08227825164794922
1996-02-02,20.625,20.625,19.666667938232422,19.666667938232422,9.709346771240234,1200,ERIE,8.803759,10.03847599029541,0.0,-0.3291292190551758
1996-02-14,20.666667938232422,20.666667938232422,19.666667938232422,20.625,10.182469367980957,2400,ERIE,8.893647,10.03847599029541,0.0,0.14399337768554688
1996-02-22,20.458332061767578,20.458332061767578,20.458332061767578,20.458332061767578,10.100190162658691,900,ERIE,8.959814,10.285320281982422,0.0,-0.18513011932373047
1996-03-06,20.333332061767578,20.333332061767578,20.333332061767578,20.333332061767578,10.03847599029541,0,ERIE,8.73258,10.367606163024902,0.0,-0.3291301727294922
1996-03-08,20.625,20.625,20.0,20.0,9.873909950256348,12000,ERIE,8.766891,13.124073028564453,0.0,-3.2501630783081055
1996-03-25,22.0,22.166667938232422,20.833332061767578,21.333332061767578,10.532171249389648,6000,ERIE,9.362952,14.530827522277832,0.0,-3.9986562728881836
1996-04-04,28.666667938232422,28.666667938232422,26.333332061767578,27.333332061767578,13.540082931518555,27600,ERIE,12.970473,15.934370994567871,0.0,-2.3942880630493164
1996-04-22,30.833332061767578,30.833332061767578,29.583332061767578,30.666667938232422,15.191325187683105,68700,ERIE,15.508463,19.814762115478516,4.62343692779541,0.0
1996-04-23,30.666667938232422,31.166667938232422,29.833332061767578,29.833332061767578,14.778508186340332,18600,ERIE,15.702867,20.062456130981445,5.283947944641113,0.0
1996-05-01,35.0,36.0,33.66666793823242,36.0,17.833280563354492,12000,ERIE,17.34333,20.062456130981445,0.0,-2.229175567626953
1996-05-03,33.16666793823242,35.5,33.16666793823242,35.16666793823242,17.420480728149414,46500,ERIE,18.193424,19.814762115478516,2.3942813873291016,0.0
1996-05-07,33.0,35.0,33.0,35.0,17.33791732788086,9300,ERIE,18.49593,20.062456130981445,2.724538803100586,0.0
1996-05-14,41.0,41.0,37.5,40.5,20.062456130981445,33600,ERIE,19.942833,19.567075729370117,0.0,0.4953804016113281
1996-05-24,40.0,40.0,35.0,40.0,19.814762115478516,13300,ERIE,21.567802,19.567075729370117,-0.24768638610839844,0.0
1996-06-06,39.5,39.5,35.0,38.75,19.19554328918457,13400,ERIE,20.560156,18.94786834716797,-0.24767494201660156,0.0
1996-06-12,37.5,39.5,37.5,38.5,19.07170867919922,2400,ERIE,19.744143,21.091623306274414,2.0199146270751953,0.0
