,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2010-09-22,4.173999786376953,4.190000057220459,3.9600000381469727,3.9739999771118164,3.9739999771118164,4814500,TSLA,-1.6910897,4.107999801635742,0.0,-0.13399982452392578
2010-10-01,4.138000011444092,4.150000095367432,4.061999797821045,4.119999885559082,4.119999885559082,2988500,TSLA,-2.048073,4.144000053405762,0.0,-0.024000167846679688
2010-10-05,4.230000019073486,4.25600004196167,4.202000141143799,4.223999977111816,4.223999977111816,1660000,TSLA,-2.2669086,4.271999835968018,0.0,-0.04799985885620117
2010-10-19,4.039999961853027,4.081999778747559,4.0,4.010000228881836,4.010000228881836,1226000,TSLA,-2.0689454,4.926000118255615,0.0,-0.9159998893737793
2010-10-21,4.122000217437744,4.190000057220459,4.090000152587891,4.150000095367432,4.150000095367432,2085500,TSLA,-1.9035834,5.607999801635742,0.0,-1.4579997062683105
2010-10-22,4.136000156402588,4.185999870300293,4.110000133514404,4.144000053405762,4.144000053405762,805500,TSLA,-1.8410578,5.9679999351501465,0.0,-1.8239998817443848
2010-10-26,4.159999847412109,4.374000072479248,4.1020002365112305,4.271999835968018,4.271999835968018,3304500,TSLA,-1.7087494,5.934000015258788,0.0,-1.6620001792907706
2010-11-09,5.0,5.138000011444092,4.809999942779541,4.926000118255615,4.926000118255615,4782000,TSLA,-0.9636006,6.869999885559082,0.0,-1.9439997673034668
2010-11-17,6.039999961853027,6.150000095367432,5.7220001220703125,5.8979997634887695,5.8979997634887695,3750000,TSLA,-0.20741527,6.409999847412109,0.0,-0.5120000839233398
2010-11-18,6.133999824523926,6.1479997634887695,5.783999919891357,5.978000164031982,5.978000164031982,4780500,TSLA,-0.36092156,6.303999900817871,0.0,-0.32599973678588867
2010-11-30,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,7.065999984741211,11113000,TSLA,0.36567417,6.452000141143799,0.0,0.6139998435974121
2010-12-22,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,6.526000022888184,4166500,TSLA,0.30818698,5.24399995803833,0.0,1.2820000648498535
2010-12-23,6.251999855041504,6.495999813079834,5.984000205993652,6.01800012588501,6.01800012588501,7763000,TSLA,0.44155216,5.150000095367432,0.0,0.8680000305175781
2011-01-24,4.705999851226807,4.961999893188477,4.645999908447266,4.8979997634887695,4.8979997634887695,8225500,TSLA,-1.883737,4.616000175476074,0.0,0.2819995880126953
2011-01-28,4.97599983215332,4.97599983215332,4.75,4.802000045776367,4.802000045776367,5242000,TSLA,-2.1358137,4.636000156402588,0.0,0.1659998893737793
