,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1993-05-14,8.96875,8.96875,8.59375,8.75,4.412186145782471,848000,MS,6.1345716,4.282733917236328,-0.12945222854614258,0.0
1993-06-01,8.59375,8.6875,8.59375,8.65625,4.3775553703308105,330400,MS,5.883019,4.282733917236328,-0.09482145309448242,0.0
1993-06-11,8.53125,8.59375,8.5,8.5625,4.3301472663879395,148000,MS,5.7874627,4.709427356719971,0.37928009033203125,0.0
1993-06-15,8.59375,8.59375,8.4375,8.5,4.298538684844971,208800,MS,5.797962,4.662017822265625,0.3634791374206543,0.0
1993-06-18,8.78125,8.78125,8.53125,8.53125,4.314342498779297,1043600,MS,5.8522797,4.899068832397461,0.5847263336181641,0.0
1993-06-23,8.46875,8.5,8.40625,8.46875,4.282733917236328,1940400,MS,5.8133397,4.535589218139648,0.2528553009033203,0.0
1993-06-25,8.78125,9.09375,8.78125,9.0625,4.58300256729126,1870400,MS,5.8501463,4.598804950714111,0.015802383422851562,0.0
1993-06-30,9.28125,9.375,9.21875,9.375,4.741034507751465,4777600,MS,6.100409,4.772641181945801,0.03160667419433594,0.0
1993-07-08,9.21875,9.3125,9.15625,9.1875,4.646212100982666,2947200,MS,6.2397075,4.709427356719971,0.06321525573730469,0.0
1993-07-15,8.6875,9.0,8.65625,8.96875,4.535589218139648,9809200,MS,6.164018,4.630411148071289,0.09482192993164062,0.0
1993-07-28,9.4375,9.5625,9.4375,9.4375,4.772641181945801,2142400,MS,6.276613,4.662017822265625,-0.11062335968017578,0.0
1993-07-30,9.21875,9.3125,9.1875,9.3125,4.709427356719971,2814800,MS,6.276081,4.677824020385742,-0.031603336334228516,0.0
1993-08-11,9.5,9.59375,9.3125,9.3125,4.709427356719971,1448800,MS,6.2543178,4.990843772888184,0.2814164161682129,0.0
1993-08-16,9.25,9.28125,9.15625,9.1875,4.646212100982666,4885600,MS,6.238084,4.943310737609863,0.29709863662719727,0.0
1993-08-26,9.6875,9.875,9.5625,9.75,4.943310737609863,2404400,MS,6.285334,5.228503227233887,0.28519248962402344,0.0
1993-08-30,9.5,10.03125,9.5,9.875,5.006686210632324,3517200,MS,6.359708,5.418628692626953,0.4119424819946289,0.0
1993-08-31,9.875,9.96875,9.6875,9.71875,4.92746639251709,2750800,MS,6.3962426,5.656289577484131,0.728823184967041,0.0
1993-09-22,10.8125,11.5,10.8125,11.15625,5.656289577484131,10200000,MS,6.789801,5.687976837158203,0.031687259674072266,0.0
1993-09-24,11.125,11.15625,10.90625,11.03125,5.592915058135986,2685200,MS,7.007389,5.545382499694824,-0.04753255844116211,0.0
1993-10-15,11.125,11.1875,10.9375,10.9375,5.545382499694824,1459200,MS,7.1544,4.816560745239258,-0.7288217544555664,0.0
1993-11-02,10.0625,10.09375,9.96875,10.0,5.070065021514893,2119200,MS,6.5051045,4.753184795379639,-0.3168802261352539,0.0
1993-11-05,9.625,9.625,9.34375,9.5,4.816560745239258,3544400,MS,6.4156384,4.813551425933838,-0.003009319305419922,0.0
1993-11-10,9.84375,9.84375,9.625,9.65625,4.895777225494385,1460000,MS,6.3513665,4.877098083496094,-0.018679141998291016,0.0
1993-11-23,9.125,9.40625,8.96875,9.375,4.753184795379639,4702800,MS,6.1655903,4.8453216552734375,0.09213685989379883,0.0
1993-11-29,9.4375,9.625,9.40625,9.46875,4.813551425933838,1646000,MS,6.1526065,4.829438209533691,0.015886783599853516,0.0
